22:05:21.343 INFO  manager.ApplicationManager - Chrome driver opened
22:05:22.843 INFO  manager.ApplicationManager - Current URL is --:https://contacts-app.tobbymarshall815.vercel.app/home
22:05:22.870 INFO  TestBase - Start test with name:RemoveAllContacts
22:05:22.872 INFO  manager.ListenerWD - Before find elements By ----> By.xpath: //button[text()='Sign Out']
22:05:27.924 INFO  manager.ListenerWD - After find elements By ----> By.xpath: //button[text()='Sign Out']
22:05:27.926 INFO  manager.ListenerWD - List size ---0
22:05:27.927 INFO  manager.ListenerWD - Before find element By ----> By.xpath: //a[@href='/login']
22:05:27.950 INFO  manager.ListenerWD - After find element By ----> By.xpath: //a[@href='/login']
22:05:28.007 INFO  manager.ListenerWD - Before find element By ----> By.xpath: //input[@placeholder='Email']
22:05:28.035 INFO  manager.ListenerWD - After find element By ----> By.xpath: //input[@placeholder='Email']
22:05:28.131 INFO  manager.ListenerWD - Before find element By ----> By.xpath: //input[@placeholder='Password']
22:05:28.154 INFO  manager.ListenerWD - After find element By ----> By.xpath: //input[@placeholder='Password']
22:05:28.240 INFO  manager.ListenerWD - Before find element By ----> By.xpath: //*[text()=' Login']
22:05:28.260 INFO  manager.ListenerWD - After find element By ----> By.xpath: //*[text()=' Login']
22:05:28.291 INFO  manager.ListenerWD - Before find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.371 INFO  manager.ListenerWD - After find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.372 INFO  manager.ListenerWD - List size ---10
22:05:29.372 INFO  manager.ListenerWD - Before find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.442 INFO  manager.ListenerWD - After find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.442 INFO  manager.ListenerWD - List size ---10
22:05:29.442 INFO  manager.ListenerWD - Before find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.505 INFO  manager.ListenerWD - After find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.506 INFO  manager.ListenerWD - List size ---10
22:05:29.506 INFO  manager.ListenerWD - Before find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.567 INFO  manager.ListenerWD - After find elements By ----> By.cssSelector: .contact-item_card__2SOIM
22:05:29.568 INFO  manager.ListenerWD - List size ---10
